heliostat_id,x_coordinate,y_coordinate
0,75.82697190210806,-1.7963818082101248
1,72.19738244645131,66.3060913878046
2,14.817223487677605,54.20991511747603
3,9.410832180468553,41.66901603025512
4,-33.78153386218811,67.56375118536238
5,27.907174523450948,89.26809657035139
6,-51.810806901091624,31.18091092115128
7,-69.73802824804567,50.872417783556585
8,-74.36818755596042,-19.401499181028434
9,-82.92282659753322,-3.0396935732131505
10,-28.32181820341402,-44.46627739317882
11,-61.84608638671318,-45.53415669531036
12,20.19562613644689,-60.36726871760122
13,-60.2295105499789,-72.35277032704704
14,9.758868344543707,-91.67544930684338
15,20.983136315921726,-24.31615421143045
16,-10.74235141296117,-46.172982409902346
17,92.0707463211908,-15.704281573990329
18,56.71858377066703,-35.21695496373674
19,106.80247431271663,-35.42194325307504
20,100.51391978797145,39.90723199974606
21,45.30426613067263,0.9380831620630623
22,51.0355297529958,63.957835556579674
23,-5.240008286515582,35.8915596919386
24,28.413200920890095,98.22746731923817
25,-3.5141055519977473,102.07287209869183
26,-43.0407934709368,24.395031872566037
27,0.3643094245387992,31.854769947489036
28,-52.17534441656583,23.04488749945381
29,-13.67796044685658,14.297052576450643
30,-65.4287251740492,16.77484201151178
31,-67.74232871687477,-6.611476855881384
32,-108.44795513738691,-35.614027488795905
33,-55.75977481921555,-48.599810045346295
34,-53.0768684966274,-74.66787420879284
35,-22.413872648303396,-97.12643149264262
36,10.274864722455089,-17.858747239638106
37,-0.37477320397901526,-92.27411741705342
38,60.53707098731127,-31.42061485025814
39,5.159558360086923,-8.433201636601723
40,49.94796840263483,-50.19584552243778
41,49.72685586133203,-71.59297169004842
42,108.10463595275723,-37.691243232815125
43,119.08437172885174,-14.472352444108347
44,96.52872700089708,67.89963646569174
45,20.2341202499561,37.399125328131404
46,22.256373290838283,65.0831413744938
47,56.96827628839307,51.801362944896255
48,-15.809429341462394,71.73198416869194
49,19.48278231392218,72.92876815386383
50,-21.981909240117098,117.71443789336097
51,-59.22280696788997,68.01201880403401
52,8.1409152288741,61.68663807285751
53,-48.80296322814652,75.90283902308761
54,-21.737919007464114,56.21720691959118
55,-28.75934074514069,25.315005204019567
56,-38.96507339973701,38.50838899373651
57,-68.30156517706611,34.86171327878531
58,-36.45819882428131,11.368811159420002
59,-49.85794195603046,-57.02353810658431
60,-60.024952381637334,-82.16888779134513
61,-42.53669907678994,-60.580226621177665
62,-40.76039499801641,-40.035988334911906
63,-17.17113269754602,-76.98316448363155
64,16.01203127557413,-69.10608135439705
65,18.490379488303162,-92.30411738622934
66,-5.4230166886035285,-48.41021095441418
67,-5.652042643239042,-103.0210840454494
68,83.9399632145728,-94.12225681830162
69,41.69959310804488,-82.00065828870795
70,67.27503022422485,-51.3166262482281
71,31.3093433677544,-25.301125342488177
72,135.83400270493746,32.312710687819006
73,122.45930756372974,45.76865254712346
74,58.19951535116074,80.52322969434454
75,125.00647699713404,66.09807475698963
76,107.0118435260759,96.2094165825107
77,8.347830250619616,67.53757244043351
78,82.03764532264005,85.87324712788082
79,-4.225138269760489,103.80584707960148
80,-20.13543130633533,52.30225068021723
81,18.77935470820664,82.29850713443687
82,11.393926849214541,130.53321564067625
83,-43.20173123651144,41.69212544233342
84,-21.465393464353674,21.849559558610324
85,-108.19204322283983,108.52475199834208
86,-120.9213566162634,60.88954599139763
87,-122.7285488484669,-10.429007546473777
88,-95.54847089275323,56.19634557555401
89,-98.23995371995787,23.004084996702655
90,-70.58691771034557,-60.05879292554425
91,-44.31040869921745,-52.67224706001746
92,-125.13363208657458,-69.4701704361836
93,-74.26773176383837,-43.532508453227976
94,-101.9010807552122,-72.43440319281606
95,-75.00933573248244,-101.98515235081662
96,-59.348915338299136,-73.541402755898
97,-33.94535676454806,-96.23591540311855
98,34.288855270076745,-79.89444015884578
99,50.65360047605576,-123.80951286255234
