heliostat_id,x_coordinate,y_coordinate
0,46.809884954326755,57.11029502573177
1,3.0412615408957677,8.313182606861094
2,40.13912729945949,55.39636355116278
3,-11.830775993735276,68.46093628933923
4,-20.731851428545248,82.48088438818431
5,-54.53129723541543,96.82282513841037
6,-14.984281652265928,26.384497762020416
7,-56.12298967509758,29.832552883442943
8,-53.70306356155927,-26.065087521932888
9,-99.32919725031806,-7.654579308465586
10,-65.19695136579074,15.37874772634446
11,-25.143758846025108,-59.12961632606897
12,-74.78213832728811,-72.71337218614586
13,-44.74649681161529,-84.30155101294079
14,-39.564313692541354,-73.43243644411254
15,-2.5096652751358874,-29.694649731041103
16,5.024993588375157,-37.02125971204783
17,53.03160945688667,-11.627591845159536
18,93.03478884539182,-7.1485219509121425
19,88.91900944815794,-26.357274482013015
20,90.92610664422408,-11.32431262505234
21,59.29764466146893,-18.315274312624194
22,80.10477016102084,48.967489519553055
23,58.95496405711322,60.012195726062934
24,13.91667860247004,87.12496255022614
25,20.084071421862067,50.50948738764982
26,-62.84772129688015,96.12226423922688
27,-28.637788861796427,51.14881972197293
28,-72.65707179077592,31.093266258198454
29,-100.38187244516536,0.8536538568752583
30,-17.519543466455183,4.975642272088699
31,-58.233462238986775,14.147085517991819
32,-53.21980795810688,14.148441505603145
33,-83.45415610752804,-66.01163928121838
34,-20.887405699708317,-87.01334221776992
35,-70.24165968770056,-81.17136528319169
36,-23.542334750817663,-36.44403989576371
37,32.03086784561734,-69.061563258256
38,64.31934550119414,-96.8294780763791
39,33.744588610373405,-61.75460981906471
40,31.085955941346583,-85.75372799023441
41,68.54682269328973,-32.730923818074075
42,100.60387603600432,-6.617835594432613
43,54.17587458759068,37.72308958659524
44,111.71882022485717,-21.196515592493306
45,39.54933053780526,4.187870356616145
46,65.11039756273762,75.64311526238264
47,25.195203771351323,97.41308003700539
48,73.0556210911295,95.86223705501507
49,-17.723102654148988,80.41196711644787
50,-20.579288897194083,109.0309556455981
51,-64.34231043940468,37.70562966118274
52,-34.880529997300535,65.92813290906135
53,-35.0616651643039,54.642794613310734
54,-11.688964926014194,89.16612524166905
55,-86.48761991952881,8.324011005543117
56,-52.78584696653182,-30.074898048199792
57,-90.0183433945282,11.624068550496775
58,-63.763152329099626,22.51363932431435
59,-53.998161755407324,-64.12371285157656
60,-99.75396611148781,-79.89440797951465
61,-64.84743825269587,-88.68167348659821
62,-33.204209929828814,-33.58737381045404
63,-4.91464821556302,-58.6749343184013
64,-19.245122151701963,-53.87414698746818
65,29.629487888755897,-70.83691917879668
66,0.08139271044313645,-109.26744047401083
67,35.525656797603276,-67.35674954485631
68,46.081364969065916,-66.89739256362762
69,95.59358395354653,-78.84969025895877
70,51.562915531041384,-23.72911367512632
71,86.40858287675259,-43.00605888901665
72,60.59899326099478,42.686600034690684
73,64.76832303397565,28.948738712133448
74,99.64985772919464,4.065921134442895
75,56.236105100167045,88.41341368348327
76,30.021618036616346,28.797342498243516
77,50.36788065837338,88.6885344135666
78,21.50761356220899,128.60956739709033
79,-14.890088483340115,129.75096064084323
80,4.910556560668365,92.87137191949486
81,15.014316991555859,63.15992362965282
82,-57.474180585953604,103.32267778639053
83,-61.71570120670481,58.1352879366253
84,-37.47060516994848,49.7443034458736
85,-82.03342872032093,32.54248666830682
86,-64.79554816429409,50.6334726214655
87,-61.33347026874921,67.86484462165639
88,-127.88518842802836,46.36817374005009
89,-136.177486466755,0.8001339507273324
90,-91.15150236572912,-0.3841389388538232
91,-84.78657895299014,17.493119011304543
92,-34.92933654539057,-13.358034667601608
93,-40.685592326494444,-103.05836555824091
94,-67.06432253639267,-82.60862953828148
95,1.9306867423195442,-85.99830878951232
96,-22.973591659287163,-109.42256955839295
97,-26.59016666116154,-128.50872686631678
98,-41.3797371078305,-124.02191762861108
99,-24.764861140950778,-127.97186737161883
