heliostat_id,x_coordinate,y_coordinate
0,1.998825173683585,22.917936153688306
1,91.78192676261199,39.19666081748021
2,77.57141598950176,58.46565638875195
3,58.38946855753602,48.15867383386896
4,-22.46686842893885,46.4485527996698
5,9.653570080387595,33.155790767792894
6,-48.51818667118205,76.00918660460735
7,-59.25134330617992,-18.061010242229983
8,-87.53398380168773,18.08802465951117
9,-43.61200478096565,5.298745042355775
10,-84.27815916970891,-58.94999783478711
11,-70.79606672364446,-9.726961740227026
12,-75.83754044047042,-37.741011528833944
13,-36.196153343265976,-71.61431864166389
14,-3.4831152867744697,-20.917208827904346
15,40.3997354603718,-10.078400649122976
16,9.427702900689859,-68.70324395317742
17,61.75582106768821,21.616732150128755
18,98.58676921987717,28.29646909798131
19,82.56848798294521,-31.494081171352818
20,92.38253001298769,31.28986855883002
21,43.086940520477064,78.8268350636272
22,61.17636392265362,64.9669185789111
23,48.39079273335762,37.08579218269265
24,-31.9896645336157,87.62686504661463
25,38.12232883359683,53.66268072681375
26,18.08013202043605,47.198056480018195
27,17.33678520186478,60.45681308783991
28,-35.1914023800381,93.0598433160997
29,-95.11397573588562,-0.42873049828967424
30,-103.36618583036912,6.424730576299133
31,-74.82123563306237,-7.700917096723116
32,-24.469875340047523,-29.883256578868156
33,-90.46820569433805,-61.0362742426138
34,-38.920227213487806,-85.49234062924833
35,13.039288347581603,-24.89858210456601
36,-57.863143336756536,-91.84946373377356
37,24.178761735144224,-70.47118745159199
38,-1.9112697876401121,-102.61509234081495
39,11.640085750681727,-28.087657048080914
40,30.498934264439754,-38.01749120851982
41,22.46478074271519,-49.65636156654437
42,54.87470169818052,0.5248996278972058
43,57.58047392768609,-22.50892884551501
44,65.72398403984084,49.55294140259115
45,75.9867636842821,62.05559552870625
46,49.108778427195446,2.319510532532675
47,48.70260443898344,97.66158337609647
48,18.717837506853062,67.81401319787051
49,18.29595429410621,57.09534956067746
50,32.21380141098516,69.92252923270358
51,-38.01872898020422,82.56162864232546
52,1.595703298273257,111.43632125288906
53,-71.68868918917002,33.075354435403284
54,-108.75471034008926,-1.4461371490499317
55,-115.42661800418401,-5.480135625986396
56,-116.02590686458623,5.202989074681938
57,-69.20060715886089,15.324407613029587
58,-53.135355042022724,-14.596200577174034
59,-87.38043376812303,-58.12314788544185
60,-60.91958663238658,-77.61871222949236
61,-36.8195133641197,-64.6073122626672
62,2.2041459327044066,-37.064718571188365
63,-19.68361644693543,-102.1088790315103
64,0.2635506841913662,-118.33468469630981
65,29.644685262535866,-64.265349817941
66,68.22378857147189,-39.17103513137056
67,88.35390068136208,-30.084123130628605
68,86.4866055549603,-76.69302521292433
69,25.690352772752085,-73.55600805482514
70,41.372019325536684,-58.92421447859282
71,88.48497358122583,-1.887377370797891
72,55.91495833518154,48.9606406054661
73,82.7723191775396,-28.536422320931123
74,60.42305110498053,-4.441289317662324
75,85.98916850181945,80.87178379801594
76,16.294288167241845,61.86207840489364
77,17.55802960382845,63.872716116232695
78,-0.016556880410512065,81.98791233200224
79,-23.4635055712928,37.56414442974016
80,56.030044035533805,82.6861868973426
81,38.970522559716045,99.45367652757211
82,-51.762191571095336,115.40087572795231
83,9.768594722835502,38.08480796254957
84,-7.587111986916675,60.38991824704342
85,-29.755527276190136,104.13848440387952
86,-57.89861707953925,96.24712035668696
87,-114.10594765405921,45.86462197247128
88,-41.53950524397867,51.55443273756509
89,-51.03007904275066,2.2155754516157806
90,-51.81627835691056,-11.376840345199554
91,-85.08683142592925,-29.725495853206127
92,-108.70078584626378,-10.10794071923086
93,-22.517824555418898,-46.02631770892184
94,-10.64323366526331,-40.94137790502349
95,-88.07950281964102,-119.64740696124281
96,-73.30741431822682,-125.5594870614742
97,-44.4808043388322,-128.9112263350084
98,4.097913841469646,-104.67411378833931
99,65.12483232712492,-93.22364783569334
