heliostat_id,x_coordinate,y_coordinate
0,48.858373749214856,6.489404679952546
1,41.778774979519135,68.8926621570228
2,-0.22122515588189628,39.78802103039093
3,62.18810992121911,91.84670144802823
4,4.336306746340344,28.904338138501664
5,-6.476737814815742,34.29682339395794
6,-60.01624444130103,33.95431591300943
7,-63.38163105837123,59.36887067581824
8,-94.58379894204508,-22.35116556843211
9,-80.0344770224078,-34.83225070463868
10,-40.72829174681693,26.432224736208784
11,-58.56186404675057,-14.013924605271185
12,-38.435999454250904,-57.64026434939714
13,-46.93267278018784,-84.02309082083458
14,53.626029152893516,-37.012054124280375
15,63.71756203273962,-16.935368522804687
16,36.467587237958995,-0.5242564166114931
17,23.454963696248463,-31.559420081495567
18,82.18708101038905,20.015755824285215
19,47.94348448110807,33.726112043899064
20,105.78808820733893,-16.840170847614733
21,49.97332146706433,66.02940979109684
22,69.53979377012628,52.528404083492845
23,55.83899663854083,14.575787188426617
24,26.104075944840407,93.49069014932688
25,18.707449053554118,16.923790147083757
26,-11.553291360724582,105.15868936700141
27,-49.30239248886322,30.927727902293874
28,-81.37101014945836,79.46019935805835
29,-53.831441861029305,72.30185775270144
30,-61.36867090148819,42.93096507507826
31,-66.96887760121564,-46.68056825815041
32,-40.607443337310144,-19.156426392669303
33,-17.15687156613943,-11.97421589860005
34,-56.99455128657801,-29.079760230777083
35,-61.44047019581473,-54.48776415628922
36,-59.71962156604664,-83.65814905522515
37,32.278836931581964,-80.43336903857897
38,7.479689606946348,-105.18442627589101
39,23.52144221163838,-51.453164416194255
40,59.86210392521488,-81.1225853676828
41,20.00955928482616,-55.64595454336242
42,95.81690624664354,-63.85759197130589
43,123.61511965345154,-8.300819963644512
44,120.93620593167748,41.59534660026356
45,38.627203087355056,41.180664371964816
46,5.8013464692061305,68.71246678522299
47,62.66657040166183,34.895171364189736
48,50.51255423640491,86.00099692489401
49,12.399633341487982,105.37593001693594
50,-48.45978310489846,109.15523129237278
51,10.571629952847438,89.59644568667687
52,-81.18031273257185,60.18646248987758
53,-24.312803939540302,32.87385009642125
54,-74.20410964322527,68.73885321151775
55,-71.24748867117933,-2.628387310634931
56,-98.90129839058739,26.663816723819252
57,-63.01899487660182,15.287282891900384
58,-30.82871743065236,-10.997994694368995
59,-59.78257720474521,-59.97857555979779
60,-51.58216596373743,-0.14864345699010784
61,-19.055399427078065,-73.14391907002044
62,-69.58699472253686,-92.40804229163234
63,19.052156649902713,-87.38364430721994
64,-33.87693242852727,-61.54950505976598
65,31.407281471329036,-67.70786096996065
66,48.71114656096795,-93.97242533812539
67,46.98036373425889,-111.76161445668397
68,63.401832013248736,-28.492386919390782
69,22.01876286423525,-58.42763866988339
70,88.45994843488768,-57.40764310275251
71,115.20490310394156,-7.431506394914669
72,64.2466786049284,-47.69787650325266
73,58.24143500157328,6.400969762183983
74,108.8303635585794,7.006500029696603
75,31.886414295986285,8.531518157286442
76,68.71422476353551,66.87831918334098
77,66.9246739048968,29.222874440498202
78,86.75491375229832,43.10979714589958
79,27.62765031299974,118.86212660074368
80,35.79689002893497,76.26004197466176
81,-52.131551210272995,61.7069988585973
82,-52.84382541551456,84.24389581471078
83,-15.510364908498047,51.84296696515674
84,-84.84288159084124,30.035607428220573
85,-106.3565409137403,90.72841744707705
86,-69.96718839711899,85.0332698562265
87,-39.67972103148189,28.401230030043678
88,-97.95081304100397,9.484604055006308
89,-82.34749241868495,43.53280013667862
90,-43.27951762040834,-50.876520781642654
91,-119.08789686813182,17.38152948997677
92,-99.02379285792826,-57.552930842660345
93,-44.15885487342051,-24.126491359565648
94,-65.09830108929938,-90.44925458405427
95,-68.1896803283295,-71.1177042314498
96,-20.952538313575285,-73.80825594102394
97,5.9773294246675714,-91.83073665396519
98,2.0878625822006622,-80.69951683483441
99,13.528333052012243,-86.44923870835206
