heliostat_id,x_coordinate,y_coordinate
0,13.249922842852293,14.746045520629135
1,70.34775335176832,-18.24403106036235
2,7.9084220483025796,43.36187886453316
3,53.29625966646388,84.33525997613181
4,7.151715448634358,45.74508594165137
5,-9.311513677546706,86.33855932383074
6,-15.526762683719696,45.95422539761678
7,-16.77995611059108,22.518667904866987
8,-28.516446872863753,8.396551641512808
9,-15.790934766885684,-42.649596170637146
10,-76.9946419094457,-54.156929168828796
11,-3.3594630410391346,-69.24597741668602
12,-55.889530857217295,-50.87122103631463
13,-21.734281239798754,-30.735212262506487
14,-39.18036382273716,-56.735207295889076
15,54.290433531242684,-35.66085818764872
16,36.813832405574985,-29.52141859147327
17,76.57044481120903,-42.71824227434874
18,77.24166667127129,-9.57783977514118
19,51.08526212872398,-44.24007846270357
20,32.24985611764035,-18.909015086180478
21,80.98233039226889,71.46014417188522
22,41.22522734293301,75.67625499260782
23,42.35875028897995,58.73516259132536
24,-7.107257298812325,24.404361539960547
25,-17.54926989238079,67.84152291288166
26,-61.18058771650912,62.273967526060346
27,-66.69411500034434,31.79107442622637
28,-78.45070048012718,41.42195800530401
29,-4.5420128132505155,-2.2039857289477105
30,-93.24299799681032,4.68202994648712
31,-108.38994714426929,40.441243598720256
32,-25.15226839307526,-44.07306663324333
33,-47.23078487151233,-72.40033287632362
34,-47.88434549588231,-31.486753475334098
35,-31.423804726252136,-101.9749987811264
36,-42.213821318122726,-74.64379764556627
37,37.30455456192507,-94.05778911323297
38,-28.20728302418971,-18.354552182257386
39,16.711325623870188,-68.6237356105132
40,8.241854945425516,-46.67515204077111
41,28.219899222393703,-11.912528879596778
42,66.02903675914092,-37.64016264417644
43,68.82598063509654,1.124718329807516
44,58.49419766053,27.91667463796513
45,42.682762818526065,38.793656780818424
46,24.06410200277916,65.88715698216029
47,13.202189716118923,16.496884454375802
48,65.33098911956806,81.39580599977575
49,14.46953083954463,56.67160055473681
50,-20.099708779457373,34.773210605768085
51,-10.530071703863143,78.58643649732142
52,-82.7490648539397,98.26135527548195
53,-47.99697130038449,74.61552596845524
54,-68.88244431280927,59.79276669118011
55,-107.48020918980964,67.42250169042221
56,-90.52160100767341,-2.434590785355546
57,-83.71610658571727,28.14604702905954
58,-47.76343055400373,31.399245156678486
59,-97.29018260204145,-28.02145184320801
60,-16.635459451887066,-13.673442876093738
61,-62.775865812369204,-65.57869927101517
62,-61.26805593428874,-19.549628654023394
63,-16.99679078005306,-78.73591475669481
64,-17.113286888816745,-49.62523142441978
65,-8.887994321121699,-51.98545762968436
66,-0.5073192048634567,-22.438410748653283
67,89.71081983171167,-25.34032518889091
68,39.44307401445457,-8.80887133395862
69,19.291282826105643,-78.57686100726625
70,106.69325810673989,-59.44187302000941
71,59.43584666384614,-54.98041131289181
72,45.01260483548957,-29.594143846223353
73,95.56034327842019,-28.727120977975467
74,76.08420012711207,-9.649754286057522
75,50.01034161473898,55.2581892866017
76,68.16105447550902,102.81952076590966
77,36.13057948943172,29.210938065504635
78,42.637704332589884,111.30622580793883
79,74.04301111031958,133.63071083436898
80,-17.11243075156517,98.71798248486067
81,-17.78778297748015,95.62893948652797
82,-3.1207051914913073,72.10853602160104
83,-52.66379108955227,122.98524569698007
84,-19.963118883645627,104.30248338858915
85,-97.75005690549582,10.442487351591616
86,-70.98123677425806,86.7072298726028
87,-110.98362089290562,-11.185679592042241
88,-67.17620882328899,-18.419482204869013
89,-72.80568878312218,7.292705485362237
90,-99.46200350027223,29.339809314136517
91,-55.75741250790678,-66.58937873878833
92,-95.52530252829982,-45.76925317525633
93,-109.95861987243082,-26.421086144469143
94,-95.09837656436294,-81.34814159639538
95,-74.9525696939383,-123.67897650146602
96,-31.258216276482774,-134.8587213822444
97,-37.782184760744805,-114.37175764065225
98,31.41894933241067,-65.66807844398437
99,57.734219706934894,-130.75409367922384
