Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Tdry,Wspd
2007,1,1,0,0,-0.0,0.0,0.0,-7.45,1.75
2007,1,1,1,0,-0.0,0.0,0.0,-7.39,1.7
2007,1,1,2,0,583.76,83.2,163.75,-7.34,1.65
2007,1,1,3,0,659.93,117.2,299.75,-7.28,1.6
2007,1,1,4,0,654.16,133.15,381.25,-7.22,1.55
2007,1,1,5,0,596.82,154.1,416.05,-7.16,1.5
2007,1,1,6,0,663.22,128.25,427.7,-7.11,1.45
2007,1,1,7,0,573.9,110.15,349.0,-7.05,1.4
2007,1,1,8,0,496.78,81.25,247.85,-1.96,1.38
2007,1,1,9,0,320.23,41.4,110.1,-1.79,1.45
2007,1,1,10,0,41.17,3.7,6.25,-2.36,1.59
2007,1,1,11,0,-0.0,0.0,0.0,-3.57,1.93
2007,1,1,12,0,-0.0,0.0,0.0,-4.52,2.21
2007,1,1,13,0,-0.0,0.0,0.0,-5.21,2.34
2007,1,1,14,0,-0.0,0.0,0.0,-5.96,2.28
2007,1,1,15,0,-0.0,0.0,0.0,-6.8,2.28
2007,1,1,16,0,-0.0,0.0,0.0,-7.49,2.48
2007,1,1,17,0,-0.0,0.0,0.0,-8.09,2.62
2007,1,1,18,0,-0.0,0.0,0.0,-8.64,2.69
2007,1,1,19,0,-0.0,0.0,0.0,-8.55,2.14
2007,1,1,20,0,-0.0,0.0,0.0,-8.83,2.07
2007,1,1,21,0,-0.0,0.0,0.0,-8.38,1.86
2007,1,1,22,0,-0.0,0.0,0.0,-7.06,1.59
2007,1,1,23,0,-0.0,0.0,0.0,-7.07,1.52
2007,1,2,0,0,-0.0,0.0,0.0,-7.49,1.72
2007,1,2,1,0,-0.0,0.0,0.0,-8.01,1.79
2007,1,2,2,0,783.47,67.8,175.9,-7.35,1.59
2007,1,2,3,0,849.12,84.9,320.05,-6.2,0.83
2007,1,2,4,0,915.15,81.4,429.1,-4.73,0.55
2007,1,2,5,0,871.77,90.05,473.6,-3.28,1.03
2007,1,2,6,0,823.65,87.95,461.0,-2.18,1.52
2007,1,2,7,0,783.98,67.6,395.25,-2.16,2.21
2007,1,2,8,0,632.82,58.05,271.55,-1.93,2.76
2007,1,2,9,0,364.94,37.7,116.8,-2.2,2.9
2007,1,2,10,0,40.46,4.15,6.75,-2.95,2.34
2007,1,2,11,0,-0.0,0.0,0.0,-4.22,2.21
2007,1,2,12,0,-0.0,0.0,0.0,-5.19,2.28
2007,1,2,13,0,-0.0,0.0,0.0,-6.1,2.48
2007,1,2,14,0,-0.0,0.0,0.0,-6.86,2.62
2007,1,2,15,0,-0.0,0.0,0.0,-7.34,2.55
2007,1,2,16,0,-0.0,0.0,0.0,-7.77,2.62
2007,1,2,17,0,-0.0,0.0,0.0,-7.97,2.69
2007,1,2,18,0,-0.0,0.0,0.0,-8.0,2.83
2007,1,2,19,0,-0.0,0.0,0.0,-8.81,2.9
2007,1,2,20,0,-0.0,0.0,0.0,-8.98,2.83
2007,1,2,21,0,-0.0,0.0,0.0,-9.4,2.83
2007,1,2,22,0,-0.0,0.0,0.0,-10.03,2.76
2007,1,2,23,0,-0.0,0.0,0.0,-10.4,2.62
2007,1,3,0,0,-0.0,0.0,0.0,-11.0,3.24
2007,1,3,1,0,-0.0,0.0,0.0,-11.25,4.0
2007,1,3,2,0,814.05,62.55,174.95,-10.97,3.52
2007,1,3,3,0,735.68,102.6,306.65,-8.63,2.55
2007,1,3,4,0,679.88,136.35,395.2,-4.72,2.69
2007,1,3,5,0,527.73,176.7,409.5,-3.51,3.38
2007,1,3,6,0,373.41,192.4,362.1,-3.05,3.45
2007,1,3,7,0,171.51,189.45,261.45,-3.39,4.34
2007,1,3,8,0,21.65,128.5,135.85,-3.41,4.21
2007,1,3,9,0,21.0,42.4,47.0,-3.81,4.07
2007,1,3,10,0,4.5,4.35,4.65,-4.3,3.79
2007,1,3,11,0,-0.0,0.0,0.0,-4.99,3.66
2007,1,3,12,0,-0.0,0.0,0.0,-5.47,3.93
2007,1,3,13,0,-0.0,0.0,0.0,-5.86,4.28
2007,1,3,14,0,-0.0,0.0,0.0,-6.22,4.41
2007,1,3,15,0,-0.0,0.0,0.0,-6.56,4.28
2007,1,3,16,0,-0.0,0.0,0.0,-7.06,4.21
2007,1,3,17,0,-0.0,0.0,0.0,-7.45,4.14
2007,1,3,18,0,-0.0,0.0,0.0,-7.6,4.0
2007,1,3,19,0,-0.0,0.0,0.0,-7.85,3.59
2007,1,3,20,0,-0.0,0.0,0.0,-7.89,3.31
2007,1,3,21,0,-0.0,0.0,0.0,-8.31,3.24
2007,1,3,22,0,-0.0,0.0,0.0,-8.65,3.31
2007,1,3,23,0,-0.0,0.0,0.0,-9.3,3.45
2007,1,4,0,0,-0.0,0.0,0.0,-9.87,3.66
2007,1,4,1,0,-0.0,0.0,0.0,-10.41,3.72
2007,1,4,2,0,1031.21,48.85,191.45,-10.11,3.52
2007,1,4,3,0,979.12,65.1,337.2,-7.28,2.69
2007,1,4,4,0,963.87,73.4,441.25,-3.47,3.24
2007,1,4,5,0,934.07,76.45,489.7,-1.85,3.72
2007,1,4,6,0,877.33,75.9,476.05,-1.0,4.0
2007,1,4,7,0,785.65,70.8,402.15,-1.19,5.38
2007,1,4,8,0,634.0,60.3,276.95,-1.61,5.59
2007,1,4,9,0,375.26,38.4,121.5,-2.18,5.38
2007,1,4,10,0,49.18,4.7,8.1,-3.11,4.0
2007,1,4,11,0,-0.0,0.0,0.0,-4.46,3.1
2007,1,4,12,0,-0.0,0.0,0.0,-5.36,2.69
2007,1,4,13,0,-0.0,0.0,0.0,-6.2,2.48
2007,1,4,14,0,-0.0,0.0,0.0,-7.12,2.48
2007,1,4,15,0,-0.0,0.0,0.0,-8.11,2.34
2007,1,4,16,0,-0.0,0.0,0.0,-8.63,1.93
2007,1,4,17,0,-0.0,0.0,0.0,-8.06,1.59
2007,1,4,18,0,-0.0,0.0,0.0,-8.39,1.72
2007,1,4,19,0,-0.0,0.0,0.0,-10.49,2.55
2007,1,4,20,0,-0.0,0.0,0.0,-11.61,2.97
2007,1,4,21,0,-0.0,0.0,0.0,-12.16,3.38
2007,1,4,22,0,-0.0,0.0,0.0,-12.64,3.59
2007,1,4,23,0,-0.0,0.0,0.0,-13.07,3.66
2007,1,5,0,0,-0.0,0.0,0.0,-13.52,3.66
2007,1,5,1,0,-0.0,0.0,0.0,-13.93,3.66
2007,1,5,2,0,1017.66,51.25,192.3,-13.59,3.59
2007,1,5,3,0,959.04,70.0,337.15,-10.75,3.24
2007,1,5,4,0,940.65,80.05,440.0,-7.33,4.07
2007,1,5,5,0,916.82,82.45,489.35,-5.48,4.62
2007,1,5,6,0,822.74,93.9,470.6,-4.07,4.83
2007,1,5,7,0,778.62,74.85,404.85,-3.39,4.97
2007,1,5,8,0,656.61,58.1,284.0,-2.79,4.69
2007,1,5,9,0,400.11,37.5,127.1,-2.86,4.41
2007,1,5,10,0,57.88,4.9,9.05,-3.78,3.24
2007,1,5,11,0,-0.0,0.0,0.0,-5.42,2.55
2007,1,5,12,0,-0.0,0.0,0.0,-6.6,2.0
2007,1,5,13,0,-0.0,0.0,0.0,-7.82,1.52
2007,1,5,14,0,-0.0,0.0,0.0,-8.26,1.24
2007,1,5,15,0,-0.0,0.0,0.0,-8.41,1.03
2007,1,5,16,0,-0.0,0.0,0.0,-8.62,0.9
2007,1,5,17,0,-0.0,0.0,0.0,-9.17,0.9
2007,1,5,18,0,-0.0,0.0,0.0,-9.65,1.1
2007,1,5,19,0,-0.0,0.0,0.0,-10.7,1.1
2007,1,5,20,0,-0.0,0.0,0.0,-12.86,1.79
2007,1,5,21,0,-0.0,0.0,0.0,-14.11,2.14
2007,1,5,22,0,-0.0,0.0,0.0,-15.03,2.41
2007,1,5,23,0,-0.0,0.0,0.0,-15.38,2.48
2007,1,6,0,0,-0.0,0.0,0.0,-15.64,2.41
2007,1,6,1,0,-0.0,0.0,0.0,-16.14,2.55
2007,1,6,2,0,648.77,78.4,168.6,-16.02,2.48
2007,1,6,3,0,775.07,100.4,316.9,-13.54,1.79
2007,1,6,4,0,817.35,111.55,425.25,-9.92,1.72
2007,1,6,5,0,783.12,121.45,470.2,-8.55,1.66
2007,1,6,6,0,827.23,93.3,473.6,-7.53,1.72
2007,1,6,7,0,756.1,82.5,404.6,-7.45,1.1
2007,1,6,8,0,651.02,60.95,286.5,-7.0,0.97
2007,1,6,9,0,401.52,38.8,129.75,-6.87,0.76
2007,1,6,10,0,61.2,5.25,9.8,-7.12,0.69
2007,1,6,11,0,-0.0,0.0,0.0,-7.68,0.69
2007,1,6,12,0,-0.0,0.0,0.0,-8.29,0.55
2007,1,6,13,0,-0.0,0.0,0.0,-9.67,1.72
2007,1,6,14,0,-0.0,0.0,0.0,-10.57,2.41
2007,1,6,15,0,-0.0,0.0,0.0,-11.53,2.62
2007,1,6,16,0,-0.0,0.0,0.0,-12.31,2.9
2007,1,6,17,0,-0.0,0.0,0.0,-12.97,2.9
2007,1,6,18,0,-0.0,0.0,0.0,-13.39,2.9
2007,1,6,19,0,-0.0,0.0,0.0,-13.9,2.62
2007,1,6,20,0,-0.0,0.0,0.0,-14.27,2.76
2007,1,6,21,0,-0.0,0.0,0.0,-14.58,2.83
2007,1,6,22,0,-0.0,0.0,0.0,-15.04,2.97
2007,1,6,23,0,-0.0,0.0,0.0,-15.33,3.1
2007,1,7,0,0,-0.0,0.0,0.0,-15.6,3.17
2007,1,7,1,0,-0.0,0.0,0.0,-15.83,3.17
2007,1,7,2,0,640.18,76.8,166.15,-15.32,2.9
2007,1,7,3,0,660.93,116.15,301.35,-12.34,1.93
2007,1,7,4,0,625.36,141.7,382.5,-8.12,0.41
2007,1,7,5,0,716.06,131.65,451.7,-6.5,0.69
2007,1,7,6,0,789.14,100.55,464.9,-5.46,1.24
2007,1,7,7,0,759.9,83.05,408.5,-4.77,2.34
2007,1,7,8,0,658.37,61.8,291.55,-4.38,2.69
2007,1,7,9,0,394.02,40.95,131.25,-4.39,2.41
2007,1,7,10,0,62.29,5.75,10.55,-4.72,1.66
2007,1,7,11,0,-0.0,0.0,0.0,-5.55,0.76
2007,1,7,12,0,-0.0,0.0,0.0,-6.21,0.41
2007,1,7,13,0,-0.0,0.0,0.0,-7.97,1.66
2007,1,7,14,0,-0.0,0.0,0.0,-8.98,2.41
2007,1,7,15,0,-0.0,0.0,0.0,-9.87,2.83
2007,1,7,16,0,-0.0,0.0,0.0,-10.75,3.17
2007,1,7,17,0,-0.0,0.0,0.0,-11.64,3.45
2007,1,7,18,0,-0.0,0.0,0.0,-12.56,3.72
2007,1,7,19,0,-0.0,0.0,0.0,-13.76,4.07
2007,1,7,20,0,-0.0,0.0,0.0,-14.74,4.28
2007,1,7,21,0,-0.0,0.0,0.0,-15.66,4.41
2007,1,7,22,0,-0.0,0.0,0.0,-16.36,4.48
2007,1,7,23,0,-0.0,0.0,0.0,-16.76,4.48
2007,1,8,0,0,-0.0,0.0,0.0,-17.02,4.48
2007,1,8,1,0,-0.0,0.0,0.0,-17.25,4.55
2007,1,8,2,0,1086.51,49.95,202.3,-16.48,4.28
2007,1,8,3,0,1025.22,65.15,353.45,-12.49,3.24
2007,1,8,4,0,1003.69,73.35,461.2,-6.77,2.0
2007,1,8,5,0,966.46,76.9,510.55,-2.95,0.9
2007,1,8,6,0,910.65,75.9,498.25,-1.61,0.9
2007,1,8,7,0,821.88,70.65,424.6,-1.15,1.38
2007,1,8,8,0,676.24,60.25,298.0,-0.91,1.79
2007,1,8,9,0,419.1,40.35,137.55,-1.31,2.07
2007,1,8,10,0,72.63,6.05,11.85,-2.39,1.45
2007,1,8,11,0,-0.0,0.0,0.0,-3.51,0.76
2007,1,8,12,0,-0.0,0.0,0.0,-4.52,1.66
2007,1,8,13,0,-0.0,0.0,0.0,-5.52,2.41
2007,1,8,14,0,-0.0,0.0,0.0,-6.64,2.69
2007,1,8,15,0,-0.0,0.0,0.0,-7.78,2.9
2007,1,8,16,0,-0.0,0.0,0.0,-8.87,3.1
2007,1,8,17,0,-0.0,0.0,0.0,-9.88,3.17
2007,1,8,18,0,-0.0,0.0,0.0,-10.85,3.17
2007,1,8,19,0,-0.0,0.0,0.0,-11.97,3.45
2007,1,8,20,0,-0.0,0.0,0.0,-12.52,3.52
2007,1,8,21,0,-0.0,0.0,0.0,-13.07,3.45
2007,1,8,22,0,-0.0,0.0,0.0,-13.74,3.24
2007,1,8,23,0,-0.0,0.0,0.0,-14.19,3.03
2007,1,9,0,0,-0.0,0.0,0.0,-14.44,2.9
2007,1,9,1,0,-0.0,0.0,0.0,-14.68,2.76
2007,1,9,2,0,1087.75,49.8,203.15,-13.98,2.41
2007,1,9,3,0,1025.62,65.1,354.65,-10.36,1.52
2007,1,9,4,0,1002.43,73.35,462.2,-7.03,0.76
2007,1,9,5,0,966.7,76.85,512.4,-5.14,0.9
2007,1,9,6,0,910.55,76.0,500.3,-4.22,1.1
2007,1,9,7,0,821.78,70.75,426.7,-4.12,1.38
2007,1,9,8,0,679.69,59.95,300.75,-3.74,1.59
2007,1,9,9,0,413.4,41.35,138.4,-3.8,1.52
2007,1,9,10,0,69.5,6.9,12.65,-4.28,1.59
2007,1,9,11,0,-0.0,0.0,0.0,-5.55,1.79
2007,1,9,12,0,-0.0,0.0,0.0,-6.59,1.72
2007,1,9,13,0,-0.0,0.0,0.0,-7.56,2.0
2007,1,9,14,0,-0.0,0.0,0.0,-8.55,2.21
2007,1,9,15,0,-0.0,0.0,0.0,-9.33,2.34
2007,1,9,16,0,-0.0,0.0,0.0,-9.87,2.28
2007,1,9,17,0,-0.0,0.0,0.0,-10.49,2.21
2007,1,9,18,0,-0.0,0.0,0.0,-11.09,2.28
2007,1,9,19,0,-0.0,0.0,0.0,-11.59,2.14
2007,1,9,20,0,-0.0,0.0,0.0,-11.78,2.21
2007,1,9,21,0,-0.0,0.0,0.0,-12.56,2.41
2007,1,9,22,0,-0.0,0.0,0.0,-13.54,2.69
2007,1,9,23,0,-0.0,0.0,0.0,-14.52,3.03
2007,1,10,0,0,-0.0,0.0,0.0,-14.84,3.38
2007,1,10,1,0,-0.0,0.0,0.0,-15.0,3.45
2007,1,10,2,0,883.34,63.95,189.25,-14.57,3.24
2007,1,10,3,0,821.4,98.1,331.0,-11.92,2.48
2007,1,10,4,0,766.75,119.1,417.75,-7.48,2.69
2007,1,10,5,0,666.17,118.9,420.35,-5.6,3.31
2007,1,10,6,0,692.54,134.7,459.0,-4.52,3.59
2007,1,10,7,0,530.95,111.2,342.55,-3.42,4.0
2007,1,10,8,0,387.32,99.6,237.9,-2.84,3.72
2007,1,10,9,0,167.67,56.75,96.6,-2.41,3.31
2007,1,10,10,0,39.69,8.2,11.6,-3.01,2.0
2007,1,10,11,0,-0.0,0.0,0.0,-3.97,1.45
2007,1,10,12,0,-0.0,0.0,0.0,-4.78,0.76
2007,1,10,13,0,-0.0,0.0,0.0,-5.62,1.03
2007,1,10,14,0,-0.0,0.0,0.0,-7.93,1.93
2007,1,10,15,0,-0.0,0.0,0.0,-9.16,2.48
2007,1,10,16,0,-0.0,0.0,0.0,-10.11,2.62
2007,1,10,17,0,-0.0,0.0,0.0,-11.07,2.69
2007,1,10,18,0,-0.0,0.0,0.0,-12.03,2.83
2007,1,10,19,0,-0.0,0.0,0.0,-13.01,2.97
2007,1,10,20,0,-0.0,0.0,0.0,-13.74,3.1
2007,1,10,21,0,-0.0,0.0,0.0,-14.31,3.1
2007,1,10,22,0,-0.0,0.0,0.0,-14.82,3.03
2007,1,10,23,0,-0.0,0.0,0.0,-15.18,2.9
2007,1,11,0,0,-0.0,0.0,0.0,-15.18,2.62
2007,1,11,1,0,-0.0,0.0,0.0,-14.95,2.34
2007,1,11,2,0,1075.78,49.95,203.6,-14.46,2.21
2007,1,11,3,0,1018.7,65.2,355.4,-12.07,1.52
2007,1,11,4,0,998.32,73.45,464.0,-8.72,0.69
2007,1,11,5,0,965.17,76.95,515.7,-6.96,0.48
2007,1,11,6,0,912.72,76.0,505.6,-5.67,0.62
2007,1,11,7,0,834.51,69.5,435.35,-5.29,1.24
2007,1,11,8,0,690.1,60.6,309.0,-4.58,1.31
2007,1,11,9,0,442.31,41.65,148.1,-4.24,1.66
2007,1,11,10,0,90.21,7.25,15.25,-4.52,2.0
2007,1,11,11,0,-0.0,0.0,0.0,-5.92,2.69
2007,1,11,12,0,-0.0,0.0,0.0,-7.03,3.17
2007,1,11,13,0,-0.0,0.0,0.0,-7.72,3.45
2007,1,11,14,0,-0.0,0.0,0.0,-8.18,3.59
2007,1,11,15,0,-0.0,0.0,0.0,-8.55,3.66
2007,1,11,16,0,-0.0,0.0,0.0,-9.06,3.72
2007,1,11,17,0,-0.0,0.0,0.0,-9.69,3.86
2007,1,11,18,0,-0.0,0.0,0.0,-10.38,3.86
2007,1,11,19,0,-0.0,0.0,0.0,-11.52,2.97
2007,1,11,20,0,-0.0,0.0,0.0,-12.36,2.69
2007,1,11,21,0,-0.0,0.0,0.0,-12.83,2.48
2007,1,11,22,0,-0.0,0.0,0.0,-12.91,2.14
2007,1,11,23,0,-0.0,0.0,0.0,-11.99,1.86
2007,1,12,0,0,-0.0,0.0,0.0,-10.83,1.72
2007,1,12,1,0,-0.0,0.0,0.0,-10.55,1.79
2007,1,12,2,0,1053.4,51.35,202.95,-10.9,1.86
2007,1,12,3,0,1006.57,67.9,356.1,-11.16,1.86
2007,1,12,4,0,975.89,78.15,461.7,-8.28,2.76
2007,1,12,5,0,954.22,79.7,515.55,-6.84,3.17
2007,1,12,6,0,892.57,81.7,504.05,-5.67,3.38
2007,1,12,7,0,823.14,71.55,434.7,-5.08,2.9
2007,1,12,8,0,686.38,60.95,310.05,-4.52,3.03
2007,1,12,9,0,433.66,43.3,149.0,-4.45,3.31
2007,1,12,10,0,91.54,7.75,16.15,-5.08,3.31
2007,1,12,11,0,-0.0,0.0,0.0,-6.57,2.83
2007,1,12,12,0,-0.0,0.0,0.0,-7.64,2.76
2007,1,12,13,0,-0.0,0.0,0.0,-8.55,2.83
2007,1,12,14,0,-0.0,0.0,0.0,-9.29,3.03
2007,1,12,15,0,-0.0,0.0,0.0,-9.89,3.24
2007,1,12,16,0,-0.0,0.0,0.0,-10.5,3.24
2007,1,12,17,0,-0.0,0.0,0.0,-11.18,3.1
2007,1,12,18,0,-0.0,0.0,0.0,-11.81,3.03
2007,1,12,19,0,-0.0,0.0,0.0,-12.58,3.1
2007,1,12,20,0,-0.0,0.0,0.0,-12.98,3.03
2007,1,12,21,0,-0.0,0.0,0.0,-13.55,2.76
2007,1,12,22,0,-0.0,0.0,0.0,-13.92,2.62
2007,1,12,23,0,-0.0,0.0,0.0,-14.17,2.48
2007,1,13,0,0,-0.0,0.0,0.0,-13.52,2.07
2007,1,13,1,0,-0.0,0.0,0.0,-14.08,2.34
2007,1,13,2,0,591.95,86.8,172.7,-14.53,2.62
2007,1,13,3,0,571.95,138.7,303.35,-11.77,1.72
2007,1,13,4,0,588.68,162.65,395.15,-7.95,0.69
2007,1,13,5,0,592.75,166.2,438.3,-6.51,1.03
2007,1,13,6,0,467.96,201.65,424.3,-5.65,0.9
2007,1,13,7,0,420.57,162.75,349.5,-5.33,0.9
2007,1,13,8,0,280.76,143.15,245.9,-4.9,0.9
2007,1,13,9,0,126.98,78.9,110.25,-4.73,0.97
2007,1,13,10,0,8.96,9.6,10.45,-4.91,0.9
2007,1,13,11,0,-0.0,0.0,0.0,-5.31,0.9
2007,1,13,12,0,-0.0,0.0,0.0,-5.7,0.62
2007,1,13,13,0,-0.0,0.0,0.0,-6.46,0.9
2007,1,13,14,0,-0.0,0.0,0.0,-7.19,1.45
2007,1,13,15,0,-0.0,0.0,0.0,-7.94,1.93
2007,1,13,16,0,-0.0,0.0,0.0,-8.66,2.28
2007,1,13,17,0,-0.0,0.0,0.0,-9.45,2.69
2007,1,13,18,0,-0.0,0.0,0.0,-10.21,3.03
2007,1,13,19,0,-0.0,0.0,0.0,-10.85,3.45
2007,1,13,20,0,-0.0,0.0,0.0,-11.38,3.45
2007,1,13,21,0,-0.0,0.0,0.0,-11.87,3.45
2007,1,13,22,0,-0.0,0.0,0.0,-12.39,3.31
2007,1,13,23,0,-0.0,0.0,0.0,-12.85,3.24
2007,1,14,0,0,-0.0,0.0,0.0,-13.3,3.24
2007,1,14,1,0,-0.0,0.0,0.0,-13.89,3.31
2007,1,14,2,0,1046.99,51.65,204.95,-13.69,3.1
2007,1,14,3,0,984.66,69.75,354.85,-10.85,2.41
2007,1,14,4,0,986.93,74.65,466.45,-6.53,3.24
2007,1,14,5,0,950.62,79.9,518.55,-5.14,3.52
2007,1,14,6,0,864.48,89.0,502.65,-4.35,3.45
2007,1,14,7,0,808.83,75.1,436.65,-4.26,3.31
2007,1,14,8,0,677.58,64.65,314.75,-3.98,3.24
2007,1,14,9,0,450.2,43.1,155.7,-4.05,2.76
2007,1,14,10,0,103.95,8.55,18.75,-4.47,2.07
2007,1,14,11,0,-0.0,0.0,0.0,-5.29,1.24
2007,1,14,12,0,-0.0,0.0,0.0,-6.22,0.97
2007,1,14,13,0,-0.0,0.0,0.0,-7.57,1.79
2007,1,14,14,0,-0.0,0.0,0.0,-8.57,2.55
2007,1,14,15,0,-0.0,0.0,0.0,-9.7,2.97
2007,1,14,16,0,-0.0,0.0,0.0,-10.75,3.1
2007,1,14,17,0,-0.0,0.0,0.0,-11.43,3.38
2007,1,14,18,0,-0.0,0.0,0.0,-11.95,3.52
2007,1,14,19,0,-0.0,0.0,0.0,-12.72,3.52
2007,1,14,20,0,-0.0,0.0,0.0,-13.14,3.52
2007,1,14,21,0,-0.0,0.0,0.0,-13.61,3.59
2007,1,14,22,0,-0.0,0.0,0.0,-14.18,3.66
2007,1,14,23,0,-0.0,0.0,0.0,-14.77,3.66
2007,1,15,0,0,-0.0,0.0,0.0,-15.14,3.72
2007,1,15,1,0,-0.0,0.0,0.0,-15.49,3.79
2007,1,15,2,0,1085.33,49.95,210.4,-15.04,3.66
2007,1,15,3,0,1025.34,65.3,364.0,-11.99,2.55
2007,1,15,4,0,1005.06,73.5,474.65,-6.71,2.14
2007,1,15,5,0,973.31,76.9,528.45,-4.45,3.1
2007,1,15,6,0,921.15,75.85,519.2,-3.28,3.31
2007,1,15,7,0,844.56,69.65,449.75,-2.96,3.17
2007,1,15,8,0,709.86,60.65,324.95,-2.58,3.38
2007,1,15,9,0,474.73,42.75,163.05,-2.7,3.31
2007,1,15,10,0,114.89,9.0,20.65,-3.27,2.83
2007,1,15,11,0,-0.0,0.0,0.0,-4.65,2.41
2007,1,15,12,0,-0.0,0.0,0.0,-5.65,2.48
2007,1,15,13,0,-0.0,0.0,0.0,-6.68,2.83
2007,1,15,14,0,-0.0,0.0,0.0,-7.76,3.03
2007,1,15,15,0,-0.0,0.0,0.0,-8.76,3.24
2007,1,15,16,0,-0.0,0.0,0.0,-9.66,3.45
2007,1,15,17,0,-0.0,0.0,0.0,-10.49,3.66
2007,1,15,18,0,-0.0,0.0,0.0,-11.31,3.79
2007,1,15,19,0,-0.0,0.0,0.0,-12.76,3.93
2007,1,15,20,0,-0.0,0.0,0.0,-13.52,4.0
2007,1,15,21,0,-0.0,0.0,0.0,-14.26,4.07
2007,1,15,22,0,-0.0,0.0,0.0,-15.14,4.07
2007,1,15,23,0,-0.0,0.0,0.0,-16.01,4.14
2007,1,16,0,0,-0.0,0.0,0.0,-16.71,4.21
2007,1,16,1,0,-0.0,0.0,0.0,-17.32,4.34
2007,1,16,2,0,1109.41,50.5,216.2,-16.73,4.0
2007,1,16,3,0,1048.09,65.4,372.7,-12.59,2.9
2007,1,16,4,0,1025.09,73.4,484.85,-6.94,1.79
2007,1,16,5,0,991.15,76.85,539.25,-4.08,2.21
2007,1,16,6,0,937.84,76.3,530.4,-2.69,2.69
2007,1,16,7,0,855.05,71.55,459.05,-1.5,3.24
2007,1,16,8,0,720.94,61.95,332.75,-1.03,3.45
2007,1,16,9,0,483.89,44.15,168.4,-1.14,3.45
2007,1,16,10,0,123.64,9.55,22.5,-1.91,2.76
2007,1,16,11,0,-0.0,0.0,0.0,-3.43,2.62
2007,1,16,12,0,-0.0,0.0,0.0,-4.44,2.62
2007,1,16,13,0,-0.0,0.0,0.0,-5.48,2.69
2007,1,16,14,0,-0.0,0.0,0.0,-6.61,2.76
2007,1,16,15,0,-0.0,0.0,0.0,-7.57,2.83
2007,1,16,16,0,-0.0,0.0,0.0,-8.53,3.1
2007,1,16,17,0,-0.0,0.0,0.0,-9.58,3.31
2007,1,16,18,0,-0.0,0.0,0.0,-10.69,3.45
2007,1,16,19,0,-0.0,0.0,0.0,-12.01,3.72
2007,1,16,20,0,-0.0,0.0,0.0,-12.7,3.79
2007,1,16,21,0,-0.0,0.0,0.0,-13.36,3.86
2007,1,16,22,0,-0.0,0.0,0.0,-13.92,3.86
2007,1,16,23,0,-0.0,0.0,0.0,-14.2,3.79
2007,1,17,0,0,-0.0,0.0,0.0,-14.25,3.66
2007,1,17,1,0,-0.0,0.0,0.0,-14.38,3.45
2007,1,17,2,0,1083.52,50.3,213.9,-13.54,2.97
2007,1,17,3,0,1027.3,65.1,368.35,-9.6,1.86
2007,1,17,4,0,1005.36,73.25,479.15,-6.45,1.38
2007,1,17,5,0,972.03,76.8,532.9,-5.08,1.24
2007,1,17,6,0,919.25,76.3,524.15,-4.15,1.38
2007,1,17,7,0,838.05,71.6,454.1,-3.72,1.72
2007,1,17,8,0,706.34,62.0,329.7,-3.32,1.72
2007,1,17,9,0,475.01,44.3,167.9,-3.31,1.66
2007,1,17,10,0,124.38,9.9,23.35,-3.65,1.66
2007,1,17,11,0,-0.0,0.0,0.0,-4.68,1.66
2007,1,17,12,0,-0.0,0.0,0.0,-5.56,1.38
2007,1,17,13,0,-0.0,0.0,0.0,-6.68,1.45
2007,1,17,14,0,-0.0,0.0,0.0,-7.74,2.0
2007,1,17,15,0,-0.0,0.0,0.0,-8.72,2.34
2007,1,17,16,0,-0.0,0.0,0.0,-9.6,2.62
2007,1,17,17,0,-0.0,0.0,0.0,-10.37,2.97
2007,1,17,18,0,-0.0,0.0,0.0,-11.0,3.31
2007,1,17,19,0,-0.0,0.0,0.0,-11.48,3.38
2007,1,17,20,0,-0.0,0.0,0.0,-11.74,3.52
2007,1,17,21,0,-0.0,0.0,0.0,-12.17,3.66
2007,1,17,22,0,-0.0,0.0,0.0,-12.93,3.72
2007,1,17,23,0,-0.0,0.0,0.0,-13.67,3.86
2007,1,18,0,0,-0.0,0.0,0.0,-14.17,3.93
2007,1,18,1,0,-0.0,0.0,0.0,-14.6,4.07
2007,1,18,2,0,1092.13,50.15,216.95,-13.91,3.86
2007,1,18,3,0,1033.5,65.25,372.5,-10.42,2.83
2007,1,18,4,0,1013.18,73.35,484.9,-4.87,1.86
2007,1,18,5,0,979.84,76.85,539.35,-1.71,1.86
2007,1,18,6,0,928.15,76.3,531.35,-0.3,2.07
2007,1,18,7,0,847.03,71.7,461.1,-0.08,2.07
2007,1,18,8,0,716.18,62.25,336.15,0.32,2.21
2007,1,18,9,0,486.53,44.85,173.15,0.21,2.0
2007,1,18,10,0,132.63,10.5,25.3,-0.51,1.52
2007,1,18,11,0,-0.0,0.0,0.0,-1.84,1.1
2007,1,18,12,0,-0.0,0.0,0.0,-2.88,1.52
2007,1,18,13,0,-0.0,0.0,0.0,-4.07,2.41
2007,1,18,14,0,-0.0,0.0,0.0,-4.99,2.9
2007,1,18,15,0,-0.0,0.0,0.0,-5.8,3.38
2007,1,18,16,0,-0.0,0.0,0.0,-6.46,3.59
2007,1,18,17,0,-0.0,0.0,0.0,-7.26,3.59
2007,1,18,18,0,-0.0,0.0,0.0,-7.92,3.52
